#Please be aware that not every genome will have a gene in accessory groups
Homology group,Class,Genome number,Number of copies,Genome 1,Genome 2,Genome 3,Genome 4
223489,accessory,1,7,,1,7,7,
223490,accessory,1,4,,,4,4,
223490,accessory,2,4,,,4,4,
223491,accessory,1,2,,1,2,2,
223492,accessory,1,1,,,1,1,
223492,accessory,2,1,,,1,1,
223493,accessory,1,1,,,1,1,
223493,accessory,2,1,,,1,1,
223495,accessory,1,1,,,1,1,
223495,accessory,2,1,,,1,1,
223496,accessory,1,1,,,1,1,
223496,accessory,2,1,,,1,1,
223513,accessory,2,2,1,,2,,
223513,accessory,4,2,1,,2,,
223514,accessory,1,1,,,1,,
223514,accessory,2,1,,,1,,
223514,accessory,4,1,,,1,,
223524,accessory,1,2,,1,2,2,
223529,accessory,2,1,1,,,,
223529,accessory,3,1,1,,,,
223529,accessory,4,1,1,,,,
223530,accessory,2,1,1,,,1,
223530,accessory,3,1,1,,,1,
223531,accessory,1,1,,1,,1,
223531,accessory,3,1,,1,,1,
223534,accessory,3,2,2,1,,1,
223535,accessory,1,1,,,1,,
223535,accessory,2,1,,,1,,
223535,accessory,4,1,,,1,,
223536,core,4,2,1,1,1,,
223539,accessory,1,1,,,,1,
223539,accessory,2,1,,,,1,
223539,accessory,3,1,,,,1,
223544,accessory,1,1,,1,,,
223544,accessory,3,1,,1,,,
223544,accessory,4,1,,1,,,
223545,accessory,1,1,,,1,,
223545,accessory,2,1,,,1,,
223545,accessory,4,1,,,1,,
223548,accessory,3,1,1,1,,,
223548,accessory,4,1,1,1,,,
223549,accessory,1,1,,,1,,
223549,accessory,2,1,,,1,,
223549,accessory,4,1,,,1,,
223566,accessory,1,1,,,1,,
223566,accessory,2,1,,,1,,
223566,accessory,4,1,,,1,,
223574,accessory,1,1,,,,1,
223574,accessory,2,1,,,,1,
223574,accessory,3,1,,,,1,
223575,accessory,1,1,,,1,1,
223575,accessory,2,1,,,1,1,
223577,accessory,1,1,,,1,1,
223577,accessory,2,1,,,1,1,
223578,accessory,1,1,,1,1,,
223578,accessory,4,1,,1,1,,
223580,accessory,1,13,,13,11,13,
223584,accessory,1,6,,3,6,,
223584,accessory,4,6,,3,6,,
223585,accessory,1,4,,1,4,4,
223589,accessory,1,1,,,1,,
223589,accessory,2,1,,,1,,
223589,accessory,4,1,,,1,,
223590,accessory,1,1,,1,1,,
223590,accessory,4,1,,1,1,,
223591,accessory,1,1,,1,1,,
223591,accessory,4,1,,1,1,,
223592,accessory,1,1,,,1,1,
223592,accessory,2,1,,,1,1,
223593,accessory,1,1,,1,1,,
223593,accessory,4,1,,1,1,,
223594,accessory,2,1,1,,1,,
223594,accessory,4,1,1,,1,,
223595,accessory,1,1,,,1,1,
223595,accessory,2,1,,,1,1,
223596,accessory,1,1,,1,,1,
223596,accessory,3,1,,1,,1,
223616,core,1,2,,1,,,
223616,core,3,2,,1,,,
223616,core,4,2,,1,,,
223628,accessory,1,1,,1,,,
223628,accessory,3,1,,1,,,
223628,accessory,4,1,,1,,,
223629,accessory,1,1,,,,1,
223629,accessory,2,1,,,,1,
223629,accessory,3,1,,,,1,
223642,accessory,1,1,,,,1,
223642,accessory,2,1,,,,1,
223642,accessory,3,1,,,,1,
223658,accessory,1,1,,,,1,
223658,accessory,2,1,,,,1,
223658,accessory,3,1,,,,1,
223675,core,1,2,,,,1,
223675,core,2,2,,,,1,
223675,core,3,2,,,,1,
223678,accessory,1,1,,1,1,,
223678,accessory,4,1,,1,1,,
223679,core,1,3,,2,2,2,
223680,accessory,2,1,1,,,1,
223680,accessory,3,1,1,,,1,
223681,accessory,3,1,1,1,,,
223681,accessory,4,1,1,1,,,
223683,accessory,1,1,,1,,1,
223683,accessory,3,1,,1,,1,
223687,accessory,1,1,,1,,,
223687,accessory,3,1,,1,,,
223687,accessory,4,1,,1,,,
223697,accessory,1,1,,1,,1,
223697,accessory,3,1,,1,,1,
223698,accessory,1,1,,1,,1,
223698,accessory,3,1,,1,,1,
223699,accessory,2,1,1,,1,,
223699,accessory,4,1,1,,1,,
223700,accessory,2,1,1,,1,,
223700,accessory,4,1,1,,1,,
223709,core,1,2,,1,,1,
223709,core,3,2,,1,,1,
223710,accessory,1,2,,2,1,1,
223711,accessory,3,1,1,1,,,
223711,accessory,4,1,1,1,,,
223714,accessory,2,1,1,,,,
223714,accessory,3,1,1,,,,
223714,accessory,4,1,1,,,,
223718,accessory,3,2,2,1,,1,
223721,accessory,1,1,,1,,1,
223721,accessory,3,1,,1,,1,
223728,accessory,1,1,,1,1,,
223728,accessory,4,1,,1,1,,
223730,accessory,2,11,11,,2,11,
223731,accessory,3,6,6,3,,6,
223732,accessory,2,6,6,,4,6,
223734,accessory,3,2,1,1,,2,
223735,accessory,2,2,2,,1,1,
223736,accessory,1,3,,3,3,2,
223737,accessory,2,3,3,,2,3,
223738,accessory,2,2,2,,1,2,
223739,accessory,2,1,1,,,,
223739,accessory,3,1,1,,,,
223739,accessory,4,1,1,,,,
223741,accessory,1,1,,1,1,,
223741,accessory,4,1,,1,1,,
223744,accessory,2,1,1,,,1,
223744,accessory,3,1,1,,,1,
223745,accessory,1,1,,,1,1,
223745,accessory,2,1,,,1,1,
223746,accessory,2,1,1,,,1,
223746,accessory,3,1,1,,,1,
223752,accessory,1,9,,7,8,9,
223753,accessory,1,6,,2,6,6,
223756,accessory,1,1,,,1,1,
223756,accessory,2,1,,,1,1,
223757,accessory,1,1,,,1,1,
223757,accessory,2,1,,,1,1,
223762,accessory,1,1,,,1,1,
223762,accessory,2,1,,,1,1,
223770,core,3,2,1,1,,1,
223776,accessory,1,1,,1,,1,
223776,accessory,3,1,,1,,1,
223778,core,3,2,1,1,,1,
223781,accessory,1,1,,1,,1,
223781,accessory,3,1,,1,,1,
223786,accessory,2,1,1,,,,
223786,accessory,3,1,1,,,,
223786,accessory,4,1,1,,,,
223787,accessory,2,2,1,,2,2,
223788,accessory,1,1,,1,,1,
223788,accessory,3,1,,1,,1,
223789,accessory,1,1,,1,,1,
223789,accessory,3,1,,1,,1,
223793,accessory,1,2,,2,,2,
223793,accessory,3,2,,2,,2,
223795,core,1,2,,1,1,1,
223798,accessory,1,1,,1,,1,
223798,accessory,3,1,,1,,1,
223800,accessory,1,1,,1,,1,
223800,accessory,3,1,,1,,1,
223802,accessory,1,1,,1,,1,
223802,accessory,3,1,,1,,1,
223803,core,1,2,,1,1,1,
223804,accessory,1,1,,,1,,
223804,accessory,2,1,,,1,,
223804,accessory,4,1,,,1,,
223805,accessory,3,2,1,2,,2,
223806,accessory,2,1,1,,,,
223806,accessory,3,1,1,,,,
223806,accessory,4,1,1,,,,
223821,accessory,1,1,,1,,,
223821,accessory,3,1,,1,,,
223821,accessory,4,1,,1,,,
223822,accessory,1,1,,,1,,
223822,accessory,2,1,,,1,,
223822,accessory,4,1,,,1,,
223823,accessory,2,1,1,,,1,
223823,accessory,3,1,1,,,1,
223826,accessory,1,1,,,1,,
223826,accessory,2,1,,,1,,
223826,accessory,4,1,,,1,,
223828,core,2,3,1,,,,
223828,core,3,3,1,,,,
223828,core,4,3,1,,,,
223835,accessory,1,1,,1,,1,
223835,accessory,3,1,,1,,1,
223842,accessory,4,2,2,1,1,,
223845,accessory,2,1,1,,,,
223845,accessory,3,1,1,,,,
223845,accessory,4,1,1,,,,
223847,accessory,2,1,1,,,1,
223847,accessory,3,1,1,,,1,
223850,accessory,1,1,,1,,,
223850,accessory,3,1,,1,,,
223850,accessory,4,1,,1,,,
223851,accessory,1,1,,1,,,
223851,accessory,3,1,,1,,,
223851,accessory,4,1,,1,,,
223855,core,1,2,,1,1,1,
223862,accessory,1,1,,1,,,
223862,accessory,3,1,,1,,,
223862,accessory,4,1,,1,,,
223866,accessory,2,2,2,,1,1,
223867,accessory,1,1,,,,1,
223867,accessory,2,1,,,,1,
223867,accessory,3,1,,,,1,
223868,accessory,1,1,,,,1,
223868,accessory,2,1,,,,1,
223868,accessory,3,1,,,,1,
223869,accessory,2,1,1,,1,,
223869,accessory,4,1,1,,1,,
223870,accessory,2,1,1,,1,,
223870,accessory,4,1,1,,1,,
223873,accessory,1,1,,1,,1,
223873,accessory,3,1,,1,,1,
223890,accessory,1,1,,1,,1,
223890,accessory,3,1,,1,,1,
223891,accessory,1,1,,1,,1,
223891,accessory,3,1,,1,,1,
223915,accessory,1,3,,1,2,3,
223920,accessory,1,1,,1,,,
223920,accessory,3,1,,1,,,
223920,accessory,4,1,,1,,,
223921,accessory,2,1,1,,1,,
223921,accessory,4,1,1,,1,,
223922,accessory,2,1,1,,,1,
223922,accessory,3,1,1,,,1,
223928,accessory,1,1,,,1,1,
223928,accessory,2,1,,,1,1,
223929,accessory,1,1,,1,,1,
223929,accessory,3,1,,1,,1,
223934,accessory,2,1,1,,,,
223934,accessory,3,1,1,,,,
223934,accessory,4,1,1,,,,
223935,accessory,1,1,,1,1,,
223935,accessory,4,1,,1,1,,
223937,accessory,1,1,,1,,,
223937,accessory,3,1,,1,,,
223937,accessory,4,1,,1,,,
223938,accessory,4,2,2,1,2,,
223939,accessory,1,1,,,1,1,
223939,accessory,2,1,,,1,1,
223940,accessory,1,1,,,,1,
223940,accessory,2,1,,,,1,
223940,accessory,3,1,,,,1,
223941,accessory,1,1,,,,1,
223941,accessory,2,1,,,,1,
223941,accessory,3,1,,,,1,
223942,accessory,2,1,1,,,1,
223942,accessory,3,1,1,,,1,
223944,accessory,1,1,,1,,,
223944,accessory,3,1,,1,,,
223944,accessory,4,1,,1,,,
223945,accessory,1,1,,,,1,
223945,accessory,2,1,,,,1,
223945,accessory,3,1,,,,1,
223946,accessory,1,1,,,,1,
223946,accessory,2,1,,,,1,
223946,accessory,3,1,,,,1,
223947,core,1,2,,,1,1,
223947,core,2,2,,,1,1,
223948,core,1,2,,1,1,1,
223955,accessory,1,1,,1,,1,
223955,accessory,3,1,,1,,1,
223964,core,4,5,4,4,4,,
223965,accessory,2,3,3,,2,2,
223966,accessory,2,1,1,,1,,
223966,accessory,4,1,1,,1,,
223971,core,1,2,,1,1,1,
223972,core,4,3,2,1,2,,
223973,accessory,1,1,,1,,1,
223973,accessory,3,1,,1,,1,
223974,accessory,1,1,,1,,1,
223974,accessory,3,1,,1,,1,
223997,accessory,1,1,,,1,,
223997,accessory,2,1,,,1,,
223997,accessory,4,1,,,1,,
223998,core,3,2,1,1,,1,
223999,accessory,1,1,,1,,1,
223999,accessory,3,1,,1,,1,
224010,core,2,4,3,,2,,
224010,core,4,4,3,,2,,
224029,core,1,2,,1,1,1,
224032,accessory,1,1,,,1,1,
224032,accessory,2,1,,,1,1,
224044,core,4,4,1,1,1,,
224049,accessory,1,1,,1,1,,
224049,accessory,4,1,,1,1,,
224051,core,1,2,,1,1,1,
224078,accessory,2,1,1,,,,
224078,accessory,3,1,1,,,,
224078,accessory,4,1,1,,,,
224083,accessory,1,1,,,1,,
224083,accessory,2,1,,,1,,
224083,accessory,4,1,,,1,,
224088,core,1,2,,1,1,1,
224093,accessory,1,1,,1,1,,
224093,accessory,4,1,,1,1,,
224096,accessory,1,1,,,1,1,
224096,accessory,2,1,,,1,1,
224110,accessory,1,1,,,1,1,
224110,accessory,2,1,,,1,1,
224114,accessory,1,1,,,1,1,
224114,accessory,2,1,,,1,1,
224115,accessory,3,1,1,1,,,
224115,accessory,4,1,1,1,,,
224122,accessory,2,1,1,,,1,
224122,accessory,3,1,1,,,1,
224123,accessory,1,1,,1,,1,
224123,accessory,3,1,,1,,1,
224127,core,2,2,1,,,,
224127,core,3,2,1,,,,
224127,core,4,2,1,,,,
224128,accessory,1,2,,1,2,1,
224129,accessory,4,3,2,3,3,,
224130,accessory,1,1,,1,1,,
224130,accessory,4,1,,1,1,,
224132,accessory,1,1,,1,1,,
224132,accessory,4,1,,1,1,,
224133,accessory,1,1,,,1,1,
224133,accessory,2,1,,,1,1,
224154,accessory,1,4,,4,3,4,
224155,core,3,2,1,1,,1,
224169,accessory,1,3,,2,3,2,
224174,accessory,3,1,1,1,,,
224174,accessory,4,1,1,1,,,
224183,accessory,1,1,,,,1,
224183,accessory,2,1,,,,1,
224183,accessory,3,1,,,,1,
224202,accessory,1,1,,1,1,,
224202,accessory,4,1,,1,1,,
224206,accessory,1,1,,1,,,
224206,accessory,3,1,,1,,,
224206,accessory,4,1,,1,,,
224208,core,1,2,,1,1,1,
224209,accessory,1,1,,1,1,,
224209,accessory,4,1,,1,1,,
224213,accessory,1,1,,1,,1,
224213,accessory,3,1,,1,,1,
224215,accessory,1,1,,1,,1,
224215,accessory,3,1,,1,,1,
224217,accessory,1,1,,,,1,
224217,accessory,2,1,,,,1,
224217,accessory,3,1,,,,1,
224218,accessory,1,1,,1,,1,
224218,accessory,3,1,,1,,1,
224225,accessory,2,1,1,,,1,
224225,accessory,3,1,1,,,1,
224232,accessory,1,1,,1,,1,
224232,accessory,3,1,,1,,1,
224233,accessory,2,1,1,,,1,
224233,accessory,3,1,1,,,1,
224234,accessory,2,1,1,,1,,
224234,accessory,4,1,1,,1,,
224235,core,1,2,,,1,,
224235,core,2,2,,,1,,
224235,core,4,2,,,1,,
224236,accessory,1,1,,1,,1,
224236,accessory,3,1,,1,,1,
224240,accessory,1,5,,2,5,5,
224241,accessory,4,3,3,3,1,,
224244,accessory,3,1,1,1,,,
224244,accessory,4,1,1,1,,,
224253,accessory,2,1,1,,,,
224253,accessory,3,1,1,,,,
224253,accessory,4,1,1,,,,
224254,accessory,1,1,,,,1,
224254,accessory,2,1,,,,1,
224254,accessory,3,1,,,,1,
224255,accessory,1,1,,1,1,,
224255,accessory,4,1,,1,1,,
224258,accessory,1,1,,1,,1,
224258,accessory,3,1,,1,,1,
224262,core,1,2,,,1,,
224262,core,2,2,,,1,,
224262,core,4,2,,,1,,
224263,accessory,2,3,1,,3,,
224263,accessory,4,3,1,,3,,
224277,accessory,1,1,,,1,1,
224277,accessory,2,1,,,1,1,
224278,accessory,1,1,,1,,1,
224278,accessory,3,1,,1,,1,
224279,core,1,2,,,1,1,
224279,core,2,2,,,1,1,
224287,accessory,1,4,,1,4,4,
224295,core,3,4,1,3,,3,
224297,accessory,3,1,1,1,,,
224297,accessory,4,1,1,1,,,
224299,accessory,3,2,1,2,,2,
224300,accessory,1,1,,1,,1,
224300,accessory,3,1,,1,,1,
224301,accessory,1,1,,1,,1,
224301,accessory,3,1,,1,,1,
224302,accessory,1,1,,,,1,
224302,accessory,2,1,,,,1,
224302,accessory,3,1,,,,1,
224316,accessory,1,1,,,1,,
224316,accessory,2,1,,,1,,
224316,accessory,4,1,,,1,,
224317,accessory,1,1,,,1,,
224317,accessory,2,1,,,1,,
224317,accessory,4,1,,,1,,
224324,accessory,1,1,,1,,1,
224324,accessory,3,1,,1,,1,
224325,accessory,1,1,,1,,1,
224325,accessory,3,1,,1,,1,
224327,accessory,1,1,,,1,1,
224327,accessory,2,1,,,1,1,
224329,accessory,4,2,2,1,2,,
224330,accessory,1,1,,1,1,,
224330,accessory,4,1,,1,1,,
224334,accessory,1,2,,2,1,2,
224335,accessory,1,1,,,,1,
224335,accessory,2,1,,,,1,
224335,accessory,3,1,,,,1,
224336,accessory,1,1,,,,1,
224336,accessory,2,1,,,,1,
224336,accessory,3,1,,,,1,
224337,accessory,1,1,,,,1,
224337,accessory,2,1,,,,1,
224337,accessory,3,1,,,,1,
224340,accessory,1,1,,,,1,
224340,accessory,2,1,,,,1,
224340,accessory,3,1,,,,1,
224351,accessory,2,1,1,,,,
224351,accessory,3,1,1,,,,
224351,accessory,4,1,1,,,,
224352,accessory,1,1,,,1,1,
224352,accessory,2,1,,,1,1,
224354,accessory,1,1,,,1,1,
224354,accessory,2,1,,,1,1,
224355,accessory,1,1,,,,1,
224355,accessory,2,1,,,,1,
224355,accessory,3,1,,,,1,
224358,accessory,1,1,,1,,1,
224358,accessory,3,1,,1,,1,
224361,accessory,1,1,,,1,1,
224361,accessory,2,1,,,1,1,
224364,core,2,2,1,,,,
224364,core,3,2,1,,,,
224364,core,4,2,1,,,,
224369,accessory,1,1,,1,,1,
224369,accessory,3,1,,1,,1,
224370,accessory,1,1,,1,1,,
224370,accessory,4,1,,1,1,,
224374,accessory,2,1,1,,,,
224374,accessory,3,1,1,,,,
224374,accessory,4,1,1,,,,
224375,accessory,2,1,1,,,,
224375,accessory,3,1,1,,,,
224375,accessory,4,1,1,,,,
224378,core,3,2,1,1,,1,
224379,core,1,2,,1,1,1,
224380,accessory,2,1,1,,1,,
224380,accessory,4,1,1,,1,,
224386,accessory,1,1,,,1,,
224386,accessory,2,1,,,1,,
224386,accessory,4,1,,,1,,
224388,accessory,1,1,,,,1,
224388,accessory,2,1,,,,1,
224388,accessory,3,1,,,,1,
224389,accessory,1,1,,1,1,,
224389,accessory,4,1,,1,1,,
224390,accessory,3,1,1,1,,,
224390,accessory,4,1,1,1,,,
224393,accessory,1,3,,1,1,3,
224407,core,1,2,,,,1,
224407,core,2,2,,,,1,
224407,core,3,2,,,,1,
224410,accessory,1,1,,1,,,
224410,accessory,3,1,,1,,,
224410,accessory,4,1,,1,,,
224412,accessory,2,1,1,,,,
224412,accessory,3,1,1,,,,
224412,accessory,4,1,1,,,,
224419,accessory,1,1,,1,,1,
224419,accessory,3,1,,1,,1,
224449,accessory,1,1,,1,,1,
224449,accessory,3,1,,1,,1,
224453,core,3,2,1,1,,1,
224454,accessory,2,1,1,,1,,
224454,accessory,4,1,1,,1,,
224455,accessory,2,2,1,,2,2,
224456,accessory,1,1,,,1,1,
224456,accessory,2,1,,,1,1,
224461,accessory,1,1,,,1,,
224461,accessory,2,1,,,1,,
224461,accessory,4,1,,,1,,
224465,core,4,2,1,1,1,,
224466,accessory,1,1,,1,,1,
224466,accessory,3,1,,1,,1,
224474,accessory,1,1,,,1,1,
224474,accessory,2,1,,,1,1,
224476,accessory,4,6,5,6,3,,
224478,accessory,1,4,,4,3,4,
224479,accessory,3,4,3,4,,4,
224482,accessory,1,1,,,,1,
224482,accessory,2,1,,,,1,
224482,accessory,3,1,,,,1,
224484,accessory,1,1,,,,1,
224484,accessory,2,1,,,,1,
224484,accessory,3,1,,,,1,
224486,accessory,1,1,,1,1,,
224486,accessory,4,1,,1,1,,
224488,accessory,1,1,,,1,,
224488,accessory,2,1,,,1,,
224488,accessory,4,1,,,1,,
224493,accessory,1,1,,1,,1,
224493,accessory,3,1,,1,,1,
224494,accessory,1,1,,,1,1,
224494,accessory,2,1,,,1,1,
224504,accessory,1,2,,1,1,2,
224506,accessory,1,1,,1,,1,
224506,accessory,3,1,,1,,1,
224509,accessory,1,1,,,,1,
224509,accessory,2,1,,,,1,
224509,accessory,3,1,,,,1,
224512,accessory,1,1,,1,,1,
224512,accessory,3,1,,1,,1,
224515,accessory,1,1,,1,1,,
224515,accessory,4,1,,1,1,,
224516,accessory,1,1,,,1,,
224516,accessory,2,1,,,1,,
224516,accessory,4,1,,,1,,
224518,accessory,1,1,,1,,1,
224518,accessory,3,1,,1,,1,
224519,accessory,2,1,1,,1,,
224519,accessory,4,1,1,,1,,
224523,accessory,1,1,,,1,,
224523,accessory,2,1,,,1,,
224523,accessory,4,1,,,1,,
224524,accessory,1,1,,,1,,
224524,accessory,2,1,,,1,,
224524,accessory,4,1,,,1,,
224525,accessory,2,1,1,,1,,
224525,accessory,4,1,1,,1,,
224527,accessory,1,1,,,1,,
224527,accessory,2,1,,,1,,
224527,accessory,4,1,,,1,,
224529,accessory,1,5,,5,4,5,
224544,accessory,1,1,,,1,,
224544,accessory,2,1,,,1,,
224544,accessory,4,1,,,1,,
224545,accessory,1,1,,1,,1,
224545,accessory,3,1,,1,,1,
224549,accessory,1,1,,1,,1,
224549,accessory,3,1,,1,,1,
224550,accessory,2,1,1,,1,,
224550,accessory,4,1,1,,1,,
224553,core,2,3,1,,,,
224553,core,3,3,1,,,,
224553,core,4,3,1,,,,
224558,accessory,1,1,,1,,,
224558,accessory,3,1,,1,,,
224558,accessory,4,1,,1,,,
224562,core,3,2,1,1,,1,
224564,accessory,1,1,,,1,,
224564,accessory,2,1,,,1,,
224564,accessory,4,1,,,1,,
224574,accessory,2,3,3,,,,
224574,accessory,3,3,3,,,,
224574,accessory,4,3,3,,,,
224575,accessory,1,5,,4,3,5,
224578,accessory,2,1,1,,,,
224578,accessory,3,1,1,,,,
224578,accessory,4,1,1,,,,
224579,accessory,1,1,,,1,,
224579,accessory,2,1,,,1,,
224579,accessory,4,1,,,1,,
224582,accessory,1,1,,,1,,
224582,accessory,2,1,,,1,,
224582,accessory,4,1,,,1,,
224583,accessory,1,1,,1,1,,
224583,accessory,4,1,,1,1,,
224584,accessory,1,1,,,1,,
224584,accessory,2,1,,,1,,
224584,accessory,4,1,,,1,,
224585,accessory,1,1,,1,1,,
224585,accessory,4,1,,1,1,,
224587,accessory,1,1,,,1,,
224587,accessory,2,1,,,1,,
224587,accessory,4,1,,,1,,
224588,accessory,2,1,1,,,1,
224588,accessory,3,1,1,,,1,
224589,core,1,2,,1,,1,
224589,core,3,2,,1,,1,
224594,accessory,1,1,,,1,,
224594,accessory,2,1,,,1,,
224594,accessory,4,1,,,1,,
224595,accessory,3,3,3,3,,,
224595,accessory,4,3,3,3,,,
224598,accessory,1,1,,1,1,,
224598,accessory,4,1,,1,1,,
224599,accessory,2,1,1,,,1,
224599,accessory,3,1,1,,,1,
224605,accessory,1,1,,1,1,,
224605,accessory,4,1,,1,1,,
224607,accessory,1,1,,,1,1,
224607,accessory,2,1,,,1,1,
224608,core,1,2,,1,1,1,
224613,core,1,2,,1,1,1,
224618,accessory,1,1,,,1,,
224618,accessory,2,1,,,1,,
224618,accessory,4,1,,,1,,
224622,core,1,2,,1,,1,
224622,core,3,2,,1,,1,
224629,core,1,2,,,,1,
224629,core,2,2,,,,1,
224629,core,3,2,,,,1,
224640,accessory,2,1,1,,,,
224640,accessory,3,1,1,,,,
224640,accessory,4,1,1,,,,
224642,accessory,3,3,2,3,,3,
224666,accessory,1,1,,1,,1,
224666,accessory,3,1,,1,,1,
224667,accessory,2,1,1,,1,,
224667,accessory,4,1,1,,1,,
224668,accessory,1,1,,,1,1,
224668,accessory,2,1,,,1,1,
224670,accessory,1,1,,,1,,
224670,accessory,2,1,,,1,,
224670,accessory,4,1,,,1,,
224678,core,1,2,,1,1,1,
224680,accessory,2,1,1,,1,,
224680,accessory,4,1,1,,1,,
224682,accessory,1,1,,,1,,
224682,accessory,2,1,,,1,,
224682,accessory,4,1,,,1,,
224683,accessory,1,1,,,1,,
224683,accessory,2,1,,,1,,
224683,accessory,4,1,,,1,,
224686,accessory,1,1,,1,1,,
224686,accessory,4,1,,1,1,,
224687,accessory,1,1,,1,1,,
224687,accessory,4,1,,1,1,,
224692,accessory,1,1,,,1,1,
224692,accessory,2,1,,,1,1,
224693,accessory,1,1,,,1,1,
224693,accessory,2,1,,,1,1,
224694,core,2,2,1,,,,
224694,core,3,2,1,,,,
224694,core,4,2,1,,,,
224695,core,3,2,1,1,,1,
224702,accessory,1,14,,13,14,14,
224705,accessory,1,1,,,1,,
224705,accessory,2,1,,,1,,
224705,accessory,4,1,,,1,,
224711,accessory,1,1,,,1,,
224711,accessory,2,1,,,1,,
224711,accessory,4,1,,,1,,
224713,accessory,1,1,,1,1,,
224713,accessory,4,1,,1,1,,
224716,core,2,3,2,,1,,
224716,core,4,3,2,,1,,
224719,core,1,2,,1,1,1,
224721,accessory,3,2,2,1,,1,
224729,accessory,1,2,,1,2,2,
224730,core,1,3,,2,2,2,
224738,accessory,1,2,,2,1,1,
224739,accessory,2,1,1,,,,
224739,accessory,3,1,1,,,,
224739,accessory,4,1,1,,,,
224742,accessory,1,1,,,,1,
224742,accessory,2,1,,,,1,
224742,accessory,3,1,,,,1,
224746,core,1,2,,1,1,1,
224748,accessory,1,2,,2,,,
224748,accessory,3,2,,2,,,
224748,accessory,4,2,,2,,,
224749,accessory,1,1,,,1,1,
224749,accessory,2,1,,,1,1,
224750,accessory,1,1,,,1,1,
224750,accessory,2,1,,,1,1,
224760,accessory,1,2,,1,2,1,
224763,core,1,2,,1,1,1,
224764,accessory,2,2,2,,,,
224764,accessory,3,2,2,,,,
224764,accessory,4,2,2,,,,
224767,accessory,3,1,1,1,,,
224767,accessory,4,1,1,1,,,
224768,accessory,2,1,1,,1,,
224768,accessory,4,1,1,,1,,
224773,accessory,1,1,,,1,1,
224773,accessory,2,1,,,1,1,
224793,core,4,4,1,1,1,,
224794,core,1,5,,4,2,4,
224797,accessory,3,1,1,1,,,
224797,accessory,4,1,1,1,,,
224802,core,3,4,1,1,,1,
224803,core,3,3,1,1,,1,
224804,core,3,4,3,2,,3,
224805,core,3,2,1,1,,1,
224806,core,3,2,1,1,,1,
224809,accessory,1,1,,,1,,
224809,accessory,2,1,,,1,,
224809,accessory,4,1,,,1,,
224810,accessory,1,1,,,1,,
224810,accessory,2,1,,,1,,
224810,accessory,4,1,,,1,,
224811,accessory,1,1,,1,1,,
224811,accessory,4,1,,1,1,,
224812,accessory,1,1,,1,1,,
224812,accessory,4,1,,1,1,,
224813,accessory,2,1,1,,1,,
224813,accessory,4,1,1,,1,,
224815,accessory,1,1,,,1,,
224815,accessory,2,1,,,1,,
224815,accessory,4,1,,,1,,
224818,core,3,2,1,1,,1,
224823,accessory,1,1,,,1,,
224823,accessory,2,1,,,1,,
224823,accessory,4,1,,,1,,
224824,accessory,2,1,1,,1,,
224824,accessory,4,1,1,,1,,
224825,accessory,3,1,1,1,,,
224825,accessory,4,1,1,1,,,
224836,accessory,2,2,1,,2,2,
224848,accessory,1,1,,,,1,
224848,accessory,2,1,,,,1,
224848,accessory,3,1,,,,1,
224849,accessory,1,1,,1,,1,
224849,accessory,3,1,,1,,1,
224856,accessory,1,1,,,,1,
224856,accessory,2,1,,,,1,
224856,accessory,3,1,,,,1,
224857,accessory,2,1,1,,,1,
224857,accessory,3,1,1,,,1,
224859,accessory,2,1,1,,,,
224859,accessory,3,1,1,,,,
224859,accessory,4,1,1,,,,
224864,accessory,1,1,,1,,,
224864,accessory,3,1,,1,,,
224864,accessory,4,1,,1,,,
224865,core,1,3,,1,1,1,
224866,core,1,2,,1,1,1,
224870,accessory,1,1,,,,1,
224870,accessory,2,1,,,,1,
224870,accessory,3,1,,,,1,
224877,accessory,1,1,,,,1,
224877,accessory,2,1,,,,1,
224877,accessory,3,1,,,,1,
224880,accessory,3,10,10,7,,10,
224884,accessory,3,5,5,4,,5,
224887,accessory,3,3,3,3,,1,
224888,accessory,1,3,,1,3,3,
224889,accessory,3,4,4,3,,4,
224891,accessory,4,3,3,2,3,,
224893,accessory,1,1,,1,,,
224893,accessory,3,1,,1,,,
224893,accessory,4,1,,1,,,
224894,accessory,2,2,1,,2,2,
224895,accessory,1,1,,,1,1,
224895,accessory,2,1,,,1,1,
224899,accessory,2,1,1,,1,,
224899,accessory,4,1,1,,1,,
224902,accessory,2,1,1,,,1,
224902,accessory,3,1,1,,,1,
224904,accessory,1,1,,,1,1,
224904,accessory,2,1,,,1,1,
224906,accessory,3,1,1,1,,,
224906,accessory,4,1,1,1,,,
224908,accessory,1,1,,,1,1,
224908,accessory,2,1,,,1,1,
224922,accessory,1,1,,,,1,
224922,accessory,2,1,,,,1,
224922,accessory,3,1,,,,1,
224943,accessory,2,1,1,,,,
224943,accessory,3,1,1,,,,
224943,accessory,4,1,1,,,,
224945,core,1,2,,1,1,1,
224957,accessory,1,6,,,,6,
224957,accessory,2,6,,,,6,
224957,accessory,3,6,,,,6,
224958,accessory,2,2,2,,,2,
224958,accessory,3,2,2,,,2,
224959,accessory,1,1,,,1,1,
224959,accessory,2,1,,,1,1,
224969,accessory,1,1,,,1,,
224969,accessory,2,1,,,1,,
224969,accessory,4,1,,,1,,
224979,accessory,1,3,,,,3,
224979,accessory,2,3,,,,3,
